Lake_name,Lake_elevation,Lake_area,Lake_depth,Invasion_category,Sample_type,Sample_origin,Collected_date,Collected_year,Collected_month_number,Collected_month_name_long,Collected_month_name_short,Littoral_zoobenthic_macroinvert_community_sample,Collected_time,Transect,Lat,Long,Depth,Total _count,Vial_count,Functional_feeding_group,Method_of_take,Common_name,Scientific_name,Total_length_mm,Weight_g,Tube_box,Tube_ID,Tube_size_ml,Preservative,Remove from case,Approx weight of tube (g),Notes1,Notes2,Wet weight tube (g),In_oven_date,Oven_temp_(C),Test1 date,Test1 weight tube (g),Test2 date,Test2 weight tube (g),Daily change,Test 3 date,Test 3 weight (g),Daily change,Out_oven_date,Dry_time_(h),Est pre-powder dry sample in tube (g),Est # isotope samples in tube,Powder complete date,Post-powder Powder+tube weight (g),Powder lost (g),Powder available for isotope caps (g),Est number of isotope caps possible from powder,Cell well tray,Mixed sample? Y/N,Count of individuals,Weight of individual,Mixed with which tube?,Powder weight contributed (mg),Isotope sample weight (mg),Empty?,Well_Row,Well_Column,Isotope_sample_ID_(year+tray+x+y),Isotope_sample_complete_date,13C,15N
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,363,372,2019-XA,XABX,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,316,248,2019-XA,XABW,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Longnose sucker,Catostomus catostomus,236,152,2019-XA,XABY,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/20/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,208,72,2019-XA,XABZ,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,259,144,2019-XA,XACA,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,201,60,2019-XA,XACB,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,218,72,2019-XA,XACC,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,318,278,2019-XA,XACD,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,202,60,2019-XA,XACE,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,190,50,2019-XA,XACF,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Longnose sucker,Catostomus catostomus,164,46,2019-XA,XACG,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/20/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,206,60,2019-XA,XACH,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,270,174,2019-XA,XACI,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,333,322,2019-XA,XACJ,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,234,100,2019-XA,XACK,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Lake trout,Salvelinus namaycush,593,1282,2019-XA,XACL,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,362,464,2019-XA,XACM,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Lake trout,Salvelinus namaycush,452,690,2019-XA,XACN,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,191,58,2019-XA,XACO,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Lake trout,Salvelinus namaycush,412,458,2019-XA,XACP,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Big Salmon,1340,393,42,Reference,Fish,Autochthonous,8/18/2019,2019,8,August,Aug,NO,NA,,47.586166,-113.420207,NA,1,1,NA,Hook and line,Bull trout,Salvelinus confluentus,533,1540.3,2019-AF,AFAF,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 10:08,73,,,,,,,,2019-NOV-02-001,N,,,NA,0.93,0.93,N,G,2,2019-NOV-02-001-G-2,11/2/2019,,
Big Salmon,1340,393,42,Reference,Fish,Autochthonous,8/18/2019,2019,8,August,Aug,NO,NA,,47.586166,-113.420207,NA,1,1,NA,Hook and line,Bull trout,Salvelinus confluentus,1246,545,2019-AF,AFAI,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 10:08,73,,,,,,,,2019-NOV-02-001,N,,,NA,0.902,0.902,N,G,3,2019-NOV-02-001-G-3,11/2/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,197,60,2019-XA,XACS,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Longnose sucker,Catostomus catostomus,299,274,2019-XA,XACT,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/20/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Longnose sucker,Catostomus catostomus,332,422,2019-XA,XACU,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/20/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Longnose sucker,Catostomus catostomus,346,506,2019-XA,XACV,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/20/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Longnose sucker,Catostomus catostomus,416,760,2019-XA,XACW,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/20/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Longnose sucker,Catostomus catostomus,287,298,2019-XA,XACX,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/20/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Longnose sucker,Catostomus catostomus,311,338,2019-XA,XACY,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/20/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Longnose sucker,Catostomus catostomus,282,260,2019-XA,XACZ,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/20/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,190,52,2019-XA,XADA,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,255,134,2019-XA,XADB,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,325,294,2019-XA,XADC,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,326,328,2019-XA,XADD,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,206,64,2019-XA,XADF,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,203,60,2019-XA,XADG,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,195,56,2019-XA,XADH,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,332,368,2019-XA,XADI,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,320,284,2019-XA,XADJ,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,202,62,2019-XA,XADK,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,366,460,2019-XA,XADL,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Lake trout,Salvelinus namaycush,434,526,2019-XA,XADM,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Lake trout,Salvelinus namaycush,410,462,2019-XA,XADN,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,212,68,2019-XA,XADO,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,240,104,2019-XA,XADP,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,330,300,2019-XA,XADQ,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:39,76,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,206,64,2019-YA,YAAA,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,255,122,2019-YA,YAAB,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,NA,,,NA,1,1,NA,Multi filament gill net USNPS,Largescale sucker,Catostomus macrocheilus,137,34,2019-YA,YAAC,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/20/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Westslope cutthroat trout,Oncorhynchus clarkii lewisi,224,108,2019-YA,YAAD,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,2019-OCT-26-002,N,,,NA,1.036,1.036,N,A,12,2019-OCT-26-002-A-12,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,325,288,2019-YA,YAAE,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,211,70,2019-YA,YAAF,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,264,140,2019-YA,YAAG,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,189,48,2019-YA,YAAH,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,350,372,2019-YA,YAAI,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Longnose sucker,Catostomus catostomus,253,154,2019-YA,YAAJ,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/20/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,201,58,2019-YA,YAAK,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,205,58,2019-YA,YAAL,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,191,54,2019-YA,YAAM,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,257,132,2019-YA,YAAN,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
Bowman,1228,910,77,Invaded,Fish,Autochthonous,7/30/2019,2019,7,July,Jul,NO,NA,,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Prosopium williamsoni,326,282,2019-YA,YAAO,1.5,Ethanol,NA,,,,,8/26/2019 9:00,60,,,,,,,,,8/29/2019 12:28,75,,,,,,,,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,10/26/2019,,
